issn_1,issn_2,quartile,title,h_index,category
07429797,,Q2,Mexican Studies/Estudios Mexicanos,18,
16957121,2529959X,Q2,PASOS Revista de Turismo y Patrimonio Cultural,10,
24765236,24765244,Q2,Physiology and Pharmacology (Iran),11,
07194994,,Q2,Revista Iberoamericana de Viticultura Agroindustria y Ruralidad,8,
20394667,22392629,Q2,Rivista Internazionale di Filosofia e Psicologia,4,
13635247,15685357,Q2,"Worldviews: Environment, Culture, Religion",21,
18541941,15819175,Q3,Acta Agriculturae Slovenica,26,
19937601,24106445,Q3,Applied Econometrics,13,
16000498,00088994,Q3,Centaurus,16,
19725094,15946061,Q3,Comunicazione Politica,10,
18486096,13300288,Q3,Drustvena Istrazivanja,21,
19805357,01014161,Q3,Estudos Economicos,14,
15608530,18149596,Q3,International Journal of Agriculture and Biology,56,
24248606,24248150,Q3,International Journal of Population Studies,4,
21527865,21527857,Q3,International Journal of Sport and Society,4,
22516549,22287922,Q3,Journal of Computational and Applied Research in Mechanical Engineering,11,
27166058,01271962,Q3,Jurnal Ekonomi Malaysia,14,
14472554,14472546,Q3,Memoirs of Museum Victoria,17,
07362501,21688710,Q3,Noise Control Engineering Journal,35,
18626599,,Q3,Obere Extremitat,16,
02017563,24104698,Q3,Russian Journal of Anesthesiology and Reanimatology /Anesteziologiya i Reanimatologiya,12,
13359096,,Q3,Slovak Journal of Political Sciences,8,
23127198,00378054,Q3,Social Work/Maatskaplike Werk,20,
0043650X,,Q3,Wisconsin Law Review,34,
08827516,15635031,Q4,Active and Passive Electronic Components,26,
18234992,19858299,Q4,Asian Academy of Management Journal of Accounting and Finance,20,
2041353X,14651963,Q4,Carbohydrate Chemistry,15,
25221655,22218688,Q4,Chemical Problems,6,
18650937,18650929,Q4,Communications in Computer and Information Science,75,
20522541,,Q4,Communications in Mathematical Biology and Neuroscience,16,
17280869,,Q4,Ekologiya Cheloveka (Human Ecology),16,
14134152,,Q4,Engenharia Sanitaria e Ambiental,25,
12860042,12860050,Q4,EPJ Applied Physics,58,
26961288,00163813,Q4,Gaceta Medica de Mexico,27,
18657362,18657389,Q4,Geomechanik und Tunnelbau,25,
10012486,,Q4,Guofang Keji Daxue Xuebao/Journal of National University of Defense Technology,22,
02580926,,Q4,Hedongli Gongcheng/Nuclear Power Engineering,21,
10064990,,Q4,Inorganic Chemicals Industry,11,
17408008,17408016,Q4,"International Journal of Accounting, Auditing and Performance Evaluation",19,
23746793,,Q4,"International Journal of Aviation, Aeronautics, and Aerospace",17,
10783466,,Q4,International Journal of Power and Energy Systems,19,
17550556,17550564,Q4,International Journal of Reasoning-based Intelligent Systems,16,
15576418,,Q4,Journal of Advances in Information Fusion,17,
23996439,23996447,Q4,Journal of Defense Analytics and Logistics,6,
00297704,,Q4,Observatory,15,
20538855,,Q4,Oxford Medical Case Reports,15,
01884999,,Q4,Revista Internacional de Contaminacion Ambiental,28,
23116374,19910177,Q4,Slobozhanskyi Herald of Science and Sport,6,
16915976,16913043,-,Engineering for Rural Development,20,
25735357,25735373,-,International Conference on Perspective Technologies and Methods in MEMS Design,11,
23250178,,-,"Proceedings of the Annual Conference of the Prognostics and Health Management Society, PHM",19,
00161128,14682931,Q1,French Studies,13,
17400309,17407923,Q1,New Review of Film and Television Studies,16,
23735481,,Q2,"Age, Culture, Humanities",3,
17556260,02609541,Q2,Archives of Natural History,15,
13351257,,Q2,Asian and African Studies,6,
19183666,,Q2,Digital Studies/ Le Champ Numerique,6,
15811212,03536777,Q2,Dve Domovini,12,
12306894,,Q2,Filozofia Nauki,6,
21802726,,Q2,Issues in Language Studies,4,
17449626,,Q2,Journal of Global Ethics,29,
19345275,,Q2,Language Documentation and Conservation,13,
27752933,,Q2,Munaddhomah,8,
15398250,,Q2,Philosophia Africana,11,
2587683X,26584891,Q2,Philosophy of Religion: Analytic Researches,2,
2056743X,00811564,Q2,Proceedings of the Society of Antiquaries of Scotland,10,
03736032,,Q2,Revue d'Assyriologie et d'Archeologie Orientale,10,
02580136,,Q2,South African Journal of Philosophy,27,
17500230,13549901,Q2,Studies in World Christianity,15,
20298935,,Q2,Taikomoji Kalbotyra,4,
18486061,03534316,Q3,Acta Turistica,5,
10786236,,Q3,Advances in Systems Science and Applications,15,
19933738,,Q3,African Journal of Agricultural and Resource Economics,9,
16773225,16773217,Q3,Brazilian Journal of Oral Sciences,16,
18024866,,Q3,Central European Journal of Public Policy,13,
10079572,,Q3,Chinese General Practice,17,
23849568,,Q3,Color Culture and Science,2,
25768484,,Q3,Edelweiss Applied Science and Technology,5,
10627987,14740575,Q3,European Review,37,
21727155,21723958,Q3,Geopolitica(s),13,
23125659,23124318,Q3,Humanities and Social Sciences Letters,10,
18684394,18684408,Q3,Intelligent Systems Reference Library,42,
10003428,,Q3,Jisuanji Gongcheng/Computer Engineering,21,
24233935,22519904,Q3,Journal of Optimization in Industrial Engineering,15,
21946000,15555879,Q3,Review of Law and Economics,23,
27098877,26632144,Q3,Scientific Horizons,14,
14449528,00820512,Q3,Sydney Law Review,8,
20547544,20547552,Q4,Applied Marketing Analytics,7,
18817335,0388788X,Q4,Fish Pathology,48,
0253360X,,Q4,Hanjie Xuebao/Transactions of the China Welding Institution,23,
1670567X,,Q4,Icelandic Agricultural Sciences,14,
16314670,,Q4,Instrumentation Mesure Metrologie,13,
17418119,14778386,Q4,International Journal of Learning Technology,16,
20500467,20500475,Q4,International Journal of Sustainable Aviation,2,
03035247,17242185,Q4,International Journal of Transport Economics,26,
1029788X,23831685,Q4,Iranian Journal of Botany,5,
20787685,25433288,Q4,Journal of Diabetology,6,
16731689,,Q4,Journal of Food Science and Biotechnology,8,
19868049,22327576,Q4,Journal of Health Sciences,7,
20708998,18138535,Q4,Journal of Naval Architecture and Marine Engineering,15,
00029726,,Q4,Journal of the American Leather Chemists Association,35,
16439953,,Q4,Polish Journal of Natural Sciences,17,
13119109,,Q4,Propagation of Ornamental Plants,20,
00332097,,Q4,Przeglad Elektrotechniczny,36,
01023772,,Q4,Psicologia: Teoria e Pesquisa,26,
00332852,13475916,Q4,Psychologia,31,
19811160,19810997,Q4,Revista Brasileirade Ciencias Agrarias,19,
10227954,16083369,Q4,Russian Journal of Genetics,32,
27725693,,Q4,Science Talks,6,
04749588,19885172,Q4,Trabajos de Geologia,6,
27317072,27317064,Q4,Urologie,31,
21844976,,-,"International Conference on Internet of Things, Big Data and Security, IoTBDS - Proceedings",6,
24341436,,-,International Exchange and Innovation Conference on Engineering and Sciences,8,
25222414,,-,"Proceedings - European Council for Modelling and Simulation, ECMS",9,
21845921,21844321,-,"Proceedings of the International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",8,
23450533,,-,Vibroengineering Procedia,15,
20133294,,Q1,452ºF,3,
26870398,03204472,Q1,Antichnaya Drevnost' i Srednie Veka,3,
19895313,16952731,Q1,Arqueologia de la Arquitectura,11,
0009837X,1546072X,Q1,Classical Philology,36,
19888384,00136662,Q1,Emerita,6,
22129758,2212974X,Q1,Greek and Roman Musical Studies,7,
20004214,,Q1,Journal of Aesthetics and Culture,15,
13439006,,Q2,Asia-Pacific Review,23,
00064246,,Q2,Black Scholar,23,
25443275,18990665,Q2,Budownictwo i Architektura,3,
20581831,2058184X,Q2,Contemporary Levant,11,
15692078,15692086,Q2,Hawwa,16,
01019074,19804369,Q2,Historia,9,
26396025,,Q2,Journal of Olympic Studies,4,
13518046,15563006,Q2,Journal of Slavic Military Studies,14,
14684373,00225045,Q2,Journal of the History of Medicine and Allied Sciences,35,
24055093,17410819,Q2,Journal of Youth and Theology,7,
1534150X,00274380,Q2,Notes,13,
15291898,00318221,Q2,Philosophy East and West,29,
20145748,,Q2,Rubrica Contemporanea,4,
18686338,1868632X,Q2,Yearbook of Phraseology,7,
20966911,2772686X,Q3,Chinese Journal of Plastic and Reconstructive Surgery,5,
02532670,,Q3,Chinese Traditional and Herbal Drugs,27,
14051435,,Q3,Convergencia,18,
01203584,19007760,Q3,Desarrollo y Sociedad,11,
17286239,17286220,Q3,Economic Annals-XXI,22,
13313010,,Q3,Hrvatska Revija Za Rehabilitacijska Istrazivanja,13,
24764701,24764698,Q3,International Journal of Human Capital in Urban Management,8,
19380232,19380240,Q3,International Journal of Information Technology Project Management,11,
16095693,,Q3,Iraqi Journal of Veterinary Medicine,8,
16725220,,Q3,Journal of Donghua University (English Edition),13,
17578442,09615768,Q3,King's Law Journal,12,
18489184,13332546,Q3,Migracijske i Etnicke Teme,2,
27703517,27703509,Q3,Plastic and Aesthetic Nursing,24,
17459443,17459435,Q3,Qualitative Research Reports in Communication,18,
22868984,24655120,Q3,Southeast Asian Journal of Economics,4,
22150900,22150897,Q3,Spool,3,
20388314,11213086,Q3,Urogynaecologia International Journal,8,
20526121,,Q3,Veterinary Record Case Reports,10,
13463969,13475177,Q4,Acoustical Science and Technology,44,
27154211,,Q4,"Advance Sustainable Science, Engineering and Technology",6,
17453542,,Q4,Advances in Hospitality and Leisure,18,
22153608,,Q4,Agronomia Mesoamericana,9,
16083679,25204890,Q4,AIUB Journal of Science and Engineering,6,
05701791,,Q4,Annals of Arid Zone,22,
2083828X,15092046,Q4,Archives of Psychiatry and Psychotherapy,17,
09746242,,Q4,Biomedical and Pharmacology Journal,32,
00708356,2196971X,Q4,Ecological Studies,5,
10050086,,Q4,Guangdianzi Jiguang/Journal of Optoelectronics Laser,25,
1488917X,,Q4,Healthcare Papers,27,
10006613,,Q4,Huagong Jinzhan/Chemical Industry and Engineering Progress,16,
03854221,,Q4,"IEEJ Transactions on Electronics, Information and Systems",19,
18487874,18476376,Q4,Jahr,6,
0971930X,22307281,Q4,Journal of Biological Control,7,
11125209,,Q4,Journal of Electrical Systems,22,
2038324X,22797084,Q4,Journal of Entomological and Acarological Research,10,
1671167X,,Q4,Journal of Peking University (Health Sciences),22,
20404565,,Q4,Journal of Spectral Imaging,13,
23772158,23772166,Q4,"Journal of Verification, Validation and Uncertainty Quantification",15,
20494173,,Q4,Neurology and Clinical Neuroscience,14,
18750362,,Q4,Open Bioinformatics Journal,16,
15701468,1570145X,Q4,Power Technology and Engineering,16,
1506218X,,Q4,Rocznik Ochrona Srodowiska,21,
22207619,23137398,Q4,Russian Journal of Infection and Immunity,14,
21884765,13417215,Q4,"Solvent Extraction Research and Development, Japan",24,
18700462,,Q4,Tropical and Subtropical Agroecosystems,24,
10074929,,Q4,Water Saving Irrigation,7,
21621020,21621039,-,International Conference on Advanced Technologies for Communications,22,
2184495X,,-,"International Conference on Vehicle Technology and Intelligent Transport Systems, VEHITS - Proceedings",8,
21533725,21533733,-,Proceedings - IEEE International Conference on Dielectric Liquids,18,
23620935,,-,World Construction Symposium,8,
12242284,,Q1,Studia Antiqua et Archaeologica,7,
0856096X,26836408,Q1,Utafiti: Journal of African Perspectives,3,
27192687,24513849,Q1,Zoophilologica,2,
18700063,,Q2,Andamios,16,
22457135,,Q2,Archaeological Textiles Review,4,
09639462,14680254,Q2,Early Medieval Europe,32,
16043030,04254597,Q2,Ethnologia Europaea,17,
16898311,,Q2,European Journal for Philosophy of Religion,14,
02663554,1477089X,Q2,German History,24,
15271994,0935560X,Q2,History and Memory,31,
20793871,,Q2,IASPM Journal,13,
18236243,,Q2,International Journal of Asia-Pacific Studies,11,
23272554,2327008X,Q2,International Journal of Interdisciplinary Cultural Studies,4,
05786967,,Q2,Iran,13,
03018121,15406253,Q2,Journal of Chinese Philosophy,24,
1013090X,,Q2,Journal of Educational Media and Library Sciences,9,
18680267,00239909,Q2,Lebende Sprachen,10,
18659403,01756206,Q2,Lexicographica,15,
18482325,0353765X,Q2,Metodicki Ogledi,4,
13183362,,Q2,Phainomena,4,
1696702X,,Q2,Revista de Demografia Historica,6,
18346049,18346057,Q2,Shima,10,
00442666,,Q2,Zeitschrift fur Ethnologie,11,
13072080,,Q3,Acta Pharmaceutica Sciencia,23,
24502782,02086069,Q3,Acta Universitatis Lodziensis. Folia Iuridica,4,
18973310,22992944,Q3,Archives of Foundry Engineering,18,
13111477,13133543,Q3,Bulgarian Journal of Veterinary Medicine,18,
18731929,01609327,Q3,Endeavour,31,
13611526,,Q3,European Human Rights Law Review,5,
11321296,,Q3,Index de Enfermeria,15,
26457482,17359406,Q3,Iranian Journal of Breast Diseases,4,
22031693,,Q3,Journal of Telecommunications and the Digital Economy,15,
14057425,24487147,Q3,Papeles de Poblacion,18,
16236297,21052875,Q3,Politique Europeenne,8,
27197328,16401808,Q3,Problemy Polityki Spolecznej,3,
02587203,19962126,Q3,South African Journal on Human Rights,17,
22201181,,Q3,Southern African Journal of Anaesthesia and Analgesia,16,
00390690,,Q3,Statisztikai Szemle,5,
17441625,17441633,Q3,Surgical Practice,12,
13467565,21897042,Q4,Acta Phytotaxonomica et Geobotanica,9,
19276303,,Q4,Advances in Fixed Point Theory,5,
18146627,17535921,Q4,Africa Education Review,17,
14431394,,Q4,Australian Journal of Adult Learning,24,
10162372,17937132,Q4,"Biomedical Engineering - Applications, Basis and Communications",27,
27111318,01201425,Q4,Boletin Geologico,2,
02144565,19882874,Q4,Botanica Complutensis,13,
19417551,19407041,Q4,Current Orthopaedic Practice,27,
00135437,,Q4,eb - Elektrische Bahnen,13,
17833914,,Q4,European Journal of Oncology Pharmacy,7,
14393522,07204299,Q4,Fortschritte der Neurologie Psychiatrie,36,
25899449,26662353,Q4,Global Journal on Quality and Safety in Healthcare,3,
18480071,,Q4,Holistic Approach to Environment,5,
18436587,20672284,Q4,Human Geographies,17,
28334140,18357156,Q4,International Journal of Climate Change: Impacts and Responses,7,
19380259,19380267,Q4,International Journal of Grid and High Performance Computing,16,
22518770,22518762,Q4,International Journal of Medical Toxicology and Forensic Medicine,5,
19300530,02705214,Q4,Johns Hopkins APL Technical Digest (Applied Physics Laboratory),39,
10040579,,Q4,Journal of Beijing Institute of Technology (English Edition),16,
14727978,,Q4,Journal of Computational Methods in Sciences and Engineering,22,
24996564,,Q4,Journal of Gerontology and Geriatrics,11,
20756240,,Q4,Journal of Phytology,7,
23515279,24244627,Q4,Mathematical Models in Engineering,5,
00260673,15738973,Q4,Metal Science and Heat Treatment,33,
15741699,,Q4,Model Assisted Statistics and Applications,15,
00269611,20373651,Q4,Moneta e Credito,5,
00281344,,Q4,Nautilus,21,
23496789,23496797,Q4,Poincare Journal of Analysis and Applications,7,
20648278,0031496X,Q4,Public Finance Quarterly,7,
24215570,15902595,Q4,Quaderni di Geofisica,9,
21822883,08740283,Q4,Revista de Enfermagem Referencia,17,
20070934,20079230,Q4,Revista Mexicana de Ciencias Agricolas,5,
01856073,,Q4,Revista Mexicana de Psicologia,20,
16083350,10703632,Q4,Russian Journal of General Chemistry,39,
15739228,10648887,Q4,Russian Physics Journal,28,
14391236,09320555,Q4,Sportverletzung-Sportschaden,25,
19353235,19353243,Q4,Synthesis Lectures on Computer Architecture,21,
10016880,,Q4,Tianran Chanwu Yanjiu yu Kaifa,11,
2346206X,01207555,Q4,Turismo y Sociedad,5,
11092777,,Q4,WSEAS Transactions on Systems,29,
21642516,,-,Proceedings - Applied Imagery Pattern Recognition Workshop,22,
10716572,,-,Proceedings - International Carnahan Conference on Security Technology,32,
02721635,,Q1,Anales de la Literatura Espanola Contemporanea,7,
03070131,,Q1,Byzantine and Modern Greek Studies,17,
19882556,02122952,Q1,Dicenda,4,
23451149,18572685,Q1,Rusin,10,
21966761,02328461,Q2,Altorientalische Forschungen,15,
13109537,,Q2,Archaeologia Bulgarica,9,
1871241X,18712428,Q2,Church History and Religious Culture,13,
25126962,,Q2,Cultural Management: Science and Education,8,
20143567,,Q2,HSE Social and Education History,9,
14649373,14698447,Q2,Inter-Asia Cultural Studies,35,
22553827,,Q2,Las Torres De Lucca,5,
18895425,,Q2,Lengua y Migracion,7,
25840479,,Q2,Letters in Animal Biology,4,
13688804,14699729,Q2,Media History,17,
14680025,02667177,Q2,Modern Theology,25,
2001967X,,Q2,Textos en Proceso,6,
19955464,24089524,Q3,Annals of HPB Surgery,7,
00699659,09730648,Q3,Contributions to Indian Sociology,34,
23046155,16831942,Q3,Economics of Development,6,
25430831,09707212,Q3,Endodontology,6,
20082150,20082142,Q3,Iranian Journal of Pediatrics,35,
20514158,20514166,Q3,Journal of Clinical Urology,17,
14656493,14682516,Q3,Perspektiven der Wirtschaftspolitik,17,
27860736,24986275,Q3,"Public Governance, Administration and Finances Law Review",3,
22544070,23408812,Q3,Sport TK,10,
23526440,,Q3,Trauma Case Reports,13,
24706345,,Q3,WikiJournal of Science,6,
22265988,26866749,Q4,Clinical and Experimental Morphology,5,
14055546,,Q4,Computacion y Sistemas,22,
20767633,20776853,Q4,Computer Research and Modeling,12,
0121215X,22565442,Q4,Cuadernos de Geografia: Revista Colombiana de Geografia,8,
15780732,21747350,Q4,Economia Agraria y Recursos Naturales,15,
23769319,09398368,Q4,EPE Journal (European Power Electronics and Drives Journal),28,
25419943,25421379,Q4,Geosfernye Issledovaniya,5,
00181439,16083148,Q4,High Energy Chemistry,27,
27320960,,Q4,IMAGING,22,
17485703,1748569X,Q4,International Journal of Internet Technology and Secured Transactions,15,
0007084X,,Q4,JBIS - Journal of the British Interplanetary Society,29,
22146245,,Q4,Journal of Clinical and Translational Endocrinology: Case Reports,6,
1478565X,14628732,Q4,Journal of Commercial Biotechnology,19,
13096575,,Q4,Journal of Measurement and Evaluation in Education and Psychology,7,
26511258,26730774,Q4,Journal of Public Health and Development,5,
02534339,,Q4,Journal of Refrigeration,9,
26823535,16871189,Q4,Menoufia Journal of Electronic Engineering Research,6,
10619127,19317336,Q4,Nuclear Physics News,17,
10463356,25731777,Q4,Oncology Issues,8,
23929545,23929537,Q4,"Procedia Environmental Science, Engineering and Management",12,
15199940,,Q4,Revista Brasileira de Saude e Producao Animal,18,
1646401X,16457250,Q4,Revista Lusofona de Educacao,11,
13014048,2147835X,Q4,Sakarya University Journal of Science,8,
01476882,19348118,Q4,Scientific and Technical Information Processing,16,
20968930,,Q4,Space-Integrated-Ground Information Networks,8,
1439989X,14399903,Q4,Suchttherapie,12,
23138734,24096008,Q4,Supercomputing Frontiers and Innovations,19,
01256491,,Q4,Thai Journal of Veterinary Medicine,20,
20004389,,Q1,Barnboken,4,
26867052,23045817,Q1,Detskie Chtenia,3,
00369543,14602474,Q1,Screen,34,
18671551,00666459,Q2,Archiv fur Papyrusforschung und Verwandte Gebiete,13,
17335566,,Q2,Diametros,10,
20403313,20403321,Q2,Jurisprudence,12,
16118812,20513003,Q2,Mind and Matter,20,
08628351,,Q2,Narodopisna Revue,4,
00345806,18658431,Q2,Restaurator,33,
25656325,0332205X,Q2,Teanga,5,
17511917,17511925,Q3,Citizenship Teaching and Learning,11,
26587297,24139084,Q3,Filosofiya Nauki i Tehniki,3,
21667179,21667160,Q3,International Journal of Software Innovation,13,
17576458,17576466,Q3,Journal of Literary and Cultural Disability Studies,9,
08980306,15284190,Q3,Journal of Policy History,24,
0350154X,,Q3,Revija za Sociologiju,10,
05067286,,Q3,"Verfassung und Recht in Ubersee/Law and Politics in Africa, Asia, and Latin America",4,
20562969,20492073,Q3,Youth Voice Journal,7,
23094729,19977298,Q3,Zhurnal Nevrologii i Psihiatrii imeni S.S. Korsakova,23,
02426498,,Q4,Annales de Pathologie,28,
24496170,24496162,Q4,Arterial Hypertension,13,
19761961,22335234,Q4,Asia-Pacific Journal of Research in Early Childhood Education,6,
10025464,,Q4,Biotechnology Bulletin,6,
18485197,18485189,Q4,Croatian Journal of Education,15,
25869396,,Q4,Current Applied Science and Technology,11,
02546108,,Q4,Environmental Chemistry,10,
00141496,19888546,Q4,Estudios Geograficos,16,
24132179,18111165,Q4,Eurasian Physical Technical Journal,8,
09226389,18798314,Q4,Frontiers in Artificial Intelligence and Applications,66,
15744078,00467316,Q4,Heron,29,
2409370X,22187979,Q4,International Journal of Biology and Chemistry,4,
17408865,17408873,Q4,International Journal of Intelligent Systems Technologies and Applications,21,
20885334,24606952,Q4,"International Journal on Advanced Science, Engineering and Information Technology",37,
22922598,,Q4,Journal of Intellectual Disability - Diagnosis and Treatment,12,
26164809,2519559X,Q4,Journal of Medicinal Plants for Economic Development,5,
24482455,,Q4,Journal of Physical Education (Maringa),15,
18185495,18173462,Q4,Journal of Prime Research in Mathematics,11,
12295515,22342842,Q4,Journal of the Korea Concrete Institute,7,
12103306,,Q4,Listy Cukrovarnicke a Reparske,12,
01268643,,Q4,Malaysian Applied Biology,16,
00256153,,Q4,Maydica,41,
25161067,,Q4,Plasma Research Express,12,
05604613,18080936,Q4,Revista Brasileira de Cartografia,6,
08640319,15612961,Q4,Revista Cubana de Enfermeria,12,
01877380,,Q4,Revista Fitotecnia Mexicana,23,
25721054,25721046,Q4,SAE International Journal of Transportation Cybersecurity and Privacy,5,
10015515,,Q4,Shengwu Yixue Gongchengxue Zazhi/Journal of Biomedical Engineering,15,
16800613,,Q4,Sorbtsionnye i Khromatograficheskie Protsessy,6,
08554307,,Q4,West African Journal of Applied Ecology,18,
21593450,21593442,-,"IEEE Region 10 Annual International Conference, Proceedings/TENCON",49,
23250682,23250690,-,"International Conference on Advanced Mechatronic Systems, ICAMechS",18,
21844984,,-,"International Conference on Information and Communication Technologies for Ageing Well and e-Health, ICT4AWE - Proceedings",6,
27097609,,-,International Seminar on ORC Power Systems,5,
21531684,,-,"International Symposium on Advanced Networks and Telecommunication Systems, ANTS",16,
10817735,,-,Proceedings of the Asian Test Symposium,35,
20488637,20488645,-,"Proceedings of the European Conference on e-Learning, ECEL",13,
26954257,02125889,Q1,Anales de Literatura Espanola,2,
15291510,02705346,Q1,Camera Obscura,21,
1989614X,02104911,Q1,Estudios Romanicos,4,
26326779,26336898,Q1,International Journal of TESOL Studies,4,
2360266X,,Q1,Journal of Ancient History and Archaeology,5,
07161840,07180462,Q2,Atenea,10,
00090794,,Q2,Cesky Lid,9,
18375391,,Q2,Cosmopolitan Civil Societies,11,
24109096,,Q2,English Scholarship Beyond Borders,4,
21921032,,Q2,European Journal of Applied Linguistics and TEFL,8,
15728579,0334701X,Q2,Jewish History,18,
2405836X,24058351,Q2,Journal of Global Slavery,6,
24991333,,Q2,PuntOorg International Journal,4,
13617362,14766787,Q2,Sibirica,9,
00809993,25450212,Q2,Slavia Antiqua,3,
28325796,2832580X,Q2,Sociology Lens,31,
17501245,17552036,Q2,Word Structure,19,
23123656,,Q3,Asian Journal of Economic Modelling,6,
03767892,,Q3,Cirugia Plastica Ibero-Latinoamericana,12,
15748855,22123903,Q3,Current Drug Therapy,21,
09751041,00195596,Q3,Indian Journal of Pure and Applied Physics,48,
08099936,,Q3,Journal of Comparative Social Work,7,
15590682,00242594,Q3,Library Trends,55,
22470514,,Q3,Online Journal Modelling the New Europe,10,
17522471,1752248X,Q3,Oral Surgery,17,
25388673,20293194,Q3,"Reabilitacijos Mokslai: Slauga, Kineziterapija, Ergoterapija",2,
00016209,,Q4,Acta Microbiologica Sinica,24,
15315754,,Q4,Addictive Disorders and their Treatment,23,
20790570,20790589,Q4,Advances in Gerontology,12,
27305066,,Q4,Agrociencia Uruguay,4,
13615904,,Q4,"Amino Acids, Peptides and Proteins",10,
25869159,,Q4,ASEAN Engineering Journal,8,
1006267X,,Q4,Chinese Journal of Animal Nutrition,13,
14148536,,Q4,Cogitare Enfermagem,12,
26870711,1606867X,Q4,Condensed Matter and Interphases,7,
0973614X,09751912,Q4,Donald School Journal of Ultrasound in Obstetrics and Gynecology,18,
25826727,25826506,Q4,Indian Journal of Geo-Marine Sciences,43,
30050731,,Q4,Interactions,51,
23048859,03349152,Q4,Israel Journal of Veterinary Medicine,16,
19764677,20938020,Q4,Journal of Computing Science and Engineering,19,
20549431,17507235,Q4,Journal of Lymphoedema,10,
0387821X,,Q4,Journal of UOEH,24,
21631611,00228958,Q4,Kappa Delta Pi Record,14,
19135688,,Q4,LEARNing Landscapes,7,
24372110,01899546,Q4,Nigerian Journal of Technological Development,8,
25885936,25885421,Q4,Plant Protection (Iran),4,
23134836,01316397,Q4,Sel'skokhozyaistvennaya Biologiya,19,
25708783,18027679,Q4,Studia Sportiva,4,
17282985,,Q4,Urologiia,14,
2407439X,,-,"International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)",17,
21612528,21612536,-,Proceedings of the International Spring Seminar on Electronics Technology,18,
23754036,08898731,Q1,Al-'Arabiyya,3,
25784919,25784900,Q1,Journal of Cinema and Media Studies,29,
19884273,02105810,Q2,Anuario de Estudios Americanos,10,
21932263,21932271,Q2,Chinese as a Second Language Research,6,
08740801,21828660,Q2,Estudos do Quaternario,8,
00182613,2196680X,Q2,Historische Zeitschrift,19,
07400675,21521026,Q2,History of Philosophy Quarterly,11,
12103055,1337401X,Q2,Human Affairs,20,
10371397,,Q2,Japanese Studies,23,
23747838,21570604,Q2,Journal of Nonprofit Education and Leadership,5,
20575696,,Q2,Martial Arts Studies,9,
22441093,22441638,Q2,Philippine Studies: Historical and Ethnographic Viewpoints,13,
11327200,,Q2,Revista de Historia Industrial,13,
14137704,,Q2,Tempo (Brazil),10,
20442556,00405736,Q2,Theology Today,11,
10502092,,Q2,Traditional Dwellings and Settlements Review,2,
15215385,19405065,Q2,Twentieth-Century China,9,
01048775,19824343,Q2,Varia Historia,7,
18054498,12107875,Q3,Ceskoslovenska Patologie,16,
05781310,,Q3,Chinese Journal of Pediatrics,34,
21986088,,Q3,Current Treatment Options in Pediatrics,9,
03636771,,Q3,General Dentistry,41,
1752265X,17522641,Q3,International Journal of Abrasive Technology,17,
21603251,,Q3,JBJS Case Connector,15,
19853157,22898107,Q3,Journal of Advanced Manufacturing Technology,10,
23839449,,Q3,Journal of Contemporary Eastern Asia,10,
23981687,23981679,Q3,Journal of Data Protection and Privacy,8,
18368808,,Q3,Journal of Social Inclusion,15,
09358943,14388685,Q3,Laryngo- Rhino- Otologie,37,
23873299,,Q3,Oslo Law Review,5,
15094995,27198049,Q3,Studia Regionalne i Lokalne,9,
13380044,13385674,Q4,Acta Geologica Slovaca,11,
18059694,12114286,Q4,Acta Medica,33,
02586444,22153535,Q4,Actualidades en Psicologia,3,
00662062,,Q4,Annales de Demographie Historique,18,
22623094,00079723,Q4,Cahiers de Biologie Marine,38,
02357216,,Q4,Chemija,19,
26024039,,Q4,Forestist,8,
15927830,,Q4,Giornale Italiano di Medicina del Lavoro ed Ergonomia,26,
17301270,17322707,Q4,HIV and AIDS Review,10,
2273774X,22737766,Q4,Inra Productions Animales,35,
01191144,,Q4,Journal of Environmental Science and Management,16,
10002030,,Q4,Journal of Nanjing Agricultural University,9,
27171612,,Q4,Journal of the Iranian Mathematical Society,3,
03441369,,Q4,"Marketing, Zeitschrift fur Forschung und Praxis",8,
00255327,,Q4,Materials Evaluation,35,
26893010,,Q4,National Accounting Review,3,
1339004X,13386905,Q4,Nova Biotechnologica et Chimica,14,
17301912,2450646X,Q4,Pielegniarstwo XXI Wieku,5,
00325422,,Q4,Postepy Biochemii,21,
22225196,,Q4,Psychology and Law,4,
22560939,,Q4,Rural Sustainability Research,8,
22779787,23210273,Q4,South Asian Journal of Macroeconomics and Public Finance,10,
00397660,,Q4,Sylwan,14,
26903946,,-,"Asia-Pacific Microwave Conference Proceedings, APMC",7,
25107852,,-,Conference Proceedings of the European sCO2 Conference,8,
21844313,,-,International Conference on Pattern Recognition Applications and Methods,6,
00295132,,Q1,Novel,20,
00397679,15027805,Q1,Symbolae Osloenses,15,
00711675,,Q2,Estudios de Cultura Nahuatl,5,
10001182,,Q2,Hua xi kou qiang yi xue za zhi = Huaxi kouqiang yixue zazhi = West China journal of stomatology,14,
25898825,25898833,Q2,International Journal of Eurasian Linguistics,2,
20412827,01651153,Q2,Itinerario,19,
09688005,15384594,Q2,Journal of Nietzsche Studies,12,
20003560,00268577,Q2,Moderna Sprak,11,
